id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
11985,已知点$P$在直线$x+y+5=0$上，点$Q$在抛物线$y^{2}=2 x$上，则$P Q$的最小值等于?,"G: Parabola;H: Line;P: Point;Q: Point;Expression(G) = (y^2 = 2*x);Expression(H) = (x + y + 5 = 0);PointOnCurve(P, H);PointOnCurve(Q, G)","Min(LineSegmentOf(P, Q))",9*sqrt(2)/4,"[[[25, 39]], [[7, 18]], [[2, 6]], [[20, 24]], [[25, 39]], [[7, 18]], [[2, 19]], [[20, 40]]]","[[[42, 54]]]"
8113,椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{16}=1$上一点$P$到一个焦点的距离为$7$，则$P$到另一个焦点的距离是?,"G: Ellipse;P: Point;Expression(G) = (x^2/25 + y^2/16 = 1);PointOnCurve(P, G);F1:Point;F2:Point;OneOf(Focus(G))=F1;OneOf(Focus(G))=F2;Negation(F1=F2);Distance(P, F1) = 7","Distance(P, F2)",3,"[[[0, 39]], [[42, 45], [59, 62]], [[0, 39]], [[0, 45]], [], [], [[0, 50]], [[0, 68]], [[0, 68]], [[0, 57]]]","[[[0, 73]]]"
10442,已知方程$x^{2} +\frac {y^{2}}{m}=1$表示的曲线是焦点在$y$轴上且离心率为$\frac{1}{2}$的椭圆，则$m$=?,"G: Ellipse;C:Curve;Expression(C) = (x^2+y^2/m=1);C=G;PointOnCurve(Focus(G), yAxis);Eccentricity(G) = 1/2;m: Number",m,4/3,"[[[64, 66]], [[34, 36]], [[2, 36]], [[34, 66]], [[37, 66]], [[46, 66]], [[68, 71]]]","[[[68, 73]]]"
10311,已知椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$的左焦点为$F$，若存在过原点的直线交椭圆于$A$、$B$两点，且$A F \perp B F$，则椭圆的离心率的取值范围是?,"G: Ellipse;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a > b;b > 0;F: Point;LeftFocus(G) = F;O: Origin;H: Line;PointOnCurve(O,H);A: Point;B: Point;Intersection(H, G) = {A, B};IsPerpendicular(LineSegmentOf(A, F), LineSegmentOf(B, F))",Range(Eccentricity(G)),"[sqrt(2)/2,1)","[[[2, 54], [73, 75], [104, 106]], [[2, 54]], [[4, 54]], [[4, 54]], [[4, 54]], [[4, 54]], [[59, 62]], [[2, 62]], [[67, 69]], [[70, 72]], [[66, 72]], [[76, 79]], [[80, 83]], [[70, 85]], [[87, 102]]]","[[[104, 117]]]"
12759,已知$2 x^{2}+3 y^{2}=6$，则$|x|+\sqrt {3} y$的最大值$M$=?,2*x^2 + 3*y^2 = 6;Max(sqrt(3)*y + Abs(x)) = M;M:Number,M,3,"[[[2, 21]], [[23, 47]], [[44, 47]]]","[[[44, 49]]]"
5548,椭圆$\frac{x^{2}}{13-m}+\frac{y^{2}}{m-2}=1$的焦距为$6$，则$m$=?,G: Ellipse;m: Number;Expression(G) = (x^2/(13 - m) + y^2/(m - 2) = 1);FocalLength(G) = 6,m,"{3, 12}","[[[0, 42]], [[51, 54]], [[0, 42]], [[0, 49]]]","[[[51, 56]]]"
6620,"如果椭圆$\frac{x^{2}}{36}+\frac{y^{2}}{9}=1$的弦被点$(4 , 2)$平分，则这条弦所在的直线方程是?","G: Ellipse;Expression(G) = (x^2/36 + y^2/9 = 1);H: LineSegment;IsChordOf(H,G) = True;Coordinate(MidPoint(H)) = (4,2)",Expression(OverlappingLine(H)),y = -0.5*x+4,"[[[2, 40]], [[2, 40]], [], [[2, 42]], [[2, 55]]]","[[[2, 69]]]"
5467,"过点$P(-2,-4)$的抛物线的标准方程为?","G: Parabola;P: Point;Coordinate(P) = (-2,-4);PointOnCurve(P,G)",Expression(G),"{y^2=-8*x,x^2=-y}","[[[13, 16]], [[1, 12]], [[1, 12]], [[0, 16]]]","[[[13, 23]]]"
5796,"椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{9}=1$上一点$M$到左焦点$F_{1}$的距离为$2$ , $N$是$M F_{1}$的中点，则$|O N|$等于?","G: Ellipse;M: Point;F1: Point;O: Origin;N: Point;Expression(G) = (x^2/25 + y^2/9 = 1);PointOnCurve(M, G);LeftFocus(G)=F1;Distance(M, F1) = 2;MidPoint(LineSegmentOf(M, F1)) = N","Abs(LineSegmentOf(O, N))",4,"[[[0, 38]], [[41, 44]], [[48, 55]], [[83, 90]], [[65, 68]], [[0, 38]], [[0, 44]], [[0, 55]], [[41, 62]], [[65, 81]]]","[[[83, 93]]]"
3769,已知$F_{1}$、$F_{2}$是椭圆$E$: $\frac{x^{2}}{4}+\frac{y^{2}}{2}=1$的两个焦点，$P$是椭圆$E$上任一点，则$\overrightarrow{F_{1} P} \cdot \overrightarrow{F_{2} P}$的取值范围是?,"E: Ellipse;Expression(E) = (x^2/4 + y^2/2 = 1);F1: Point;F2: Point;Focus(E) = {F1, F2};P: Point;PointOnCurve(P, E)","Range(DotProduct(VectorOf(F1, P), VectorOf(F2, P)))","[0, 2]","[[[18, 60], [69, 75]], [[18, 60]], [[2, 9]], [[10, 17]], [[2, 65]], [[66, 69]], [[66, 79]]]","[[[81, 145]]]"
7563,直线$y=\sqrt{3} x$是双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的一条渐近线，双曲线的离心率是?,G: Hyperbola;b: Number;a: Number;H: Line;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (y = sqrt(3)*x);OneOf(Asymptote(G)) = H,Eccentricity(G),2,"[[[17, 63], [70, 73]], [[20, 63]], [[20, 63]], [[0, 16]], [[17, 63]], [[0, 16]], [[0, 69]]]","[[[70, 79]]]"
4827,直线$y=2 x$与双曲线$x^{2}-\frac{y^{2}}{b^{2}}=1(b>0)$无交点，则该双曲线离心率的最大值为?,"G: Hyperbola;b: Number;H: Line;b>0;Expression(G) = (x^2 - y^2/b^2 = 1);Expression(H) = (y = 2*x);NumIntersection(H, G)=0",Max(Eccentricity(G)),sqrt(5),"[[[10, 47], [53, 56]], [[13, 47]], [[0, 9]], [[13, 47]], [[10, 47]], [[0, 9]], [[0, 50]]]","[[[53, 65]]]"
7756,"过点$M(-6,3)$且和双曲线$x^{2}-2 y^{2}=2$有相同的渐近线的双曲线方程为?","G: Hyperbola;Expression(G) = (x^2 - 2*y^2 = 2);M: Point;Coordinate(M) = (-6, 3);Z: Hyperbola;PointOnCurve(M, Z);Asymptote(G) = Asymptote(Z)",Expression(Z),x^2/18-y^2/9=1,"[[[13, 33]], [[13, 33]], [[1, 11]], [[1, 11]], [[41, 44]], [[0, 44]], [[12, 44]]]","[[[41, 48]]]"
6558,"设直线$x-3 y+m=0(m \neq 0)$与双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的两条渐近线分别交于点$A$、$B$，若点$P(m, 0)$满足$|P A|=|P B|$，则该双曲线的离心率是?","G: Hyperbola;b: Number;a: Number;H: Line;m: Number;Negation(m=0);P: Point;A: Point;B: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);Expression(H) = (m + x - 3*y = 0);Coordinate(P) = (m, 0);L1:Line;L2:Line;Asymptote(G)={L1,L2};Intersection(H,L1)=A;Intersection(H,L2)=B;Abs(LineSegmentOf(P, A)) = Abs(LineSegmentOf(P, B))",Eccentricity(G),sqrt(5)/2,"[[[25, 81], [129, 132]], [[28, 81]], [[28, 81]], [[1, 24]], [[3, 24]], [[3, 24]], [[101, 111]], [[91, 95]], [[96, 99]], [[28, 81]], [[28, 81]], [[25, 81]], [[1, 24]], [[101, 111]], [], [], [[25, 87]], [[1, 99]], [[1, 99]], [[113, 126]]]","[[[129, 138]]]"
8135,"与双曲线$\frac{x^{2}}{4}-y^{2}=1$有共同的渐近线，并且经过点$(2, \sqrt{5})$的双曲线方程是?","G: Hyperbola;Expression(G) = (x^2/4 - y^2 = 1);Asymptote(G) = Asymptote(G1);H: Point;Coordinate(H) = (2, sqrt(5));PointOnCurve(H, G1) = True;G1: Hyperbola",Expression(G1),y^2/4-x^2/16=1,"[[[1, 29]], [[1, 29]], [[0, 61]], [[41, 57]], [[41, 57]], [[39, 61]], [[58, 61]]]","[[[58, 65]]]"
552,点$M$是椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{16}=1$上任意点，则点$M$到直线$x+y-7=0$的距离的最大值为?,"M: Point;PointOnCurve(M, G);G: Ellipse;Expression(G) = (x^2/9 + y^2/16 = 1);H: Line;Expression(H) = (x + y - 7 = 0)","Max(Distance(M, H))",6*sqrt(2),"[[[0, 4], [49, 53]], [[0, 47]], [[5, 43]], [[5, 43]], [[54, 65]], [[54, 65]]]","[[[49, 74]]]"
13167,已知点$P$是椭圆$\frac{x^{2}}{9}+\frac{y^{2}}{4}=1$上的一点，且以$P$两焦点为顶点的三角形的面积为$2 \sqrt{5}$，求点$P$的坐标?,"G: Ellipse;Expression(G) = (x^2/9 + y^2/4 = 1);P: Point;PointOnCurve(P, G);F1: Point;F2: Point;Focus(G) = {F1, F2};Area(TriangleOf(P, F1, F2)) = 2*sqrt(5)",Coordinate(P),"(0,pm*2)","[[[7, 44]], [[7, 44]], [[2, 6], [51, 54], [82, 86]], [[2, 48]], [], [], [[7, 57]], [[7, 80]]]","[[[82, 90]]]"
6244,抛物线$y^{2}=4 x$上任一点到定直线$l$: $x=-1$的距离与它到定点$F$的距离相等，则该定点$F$的坐标为?,"G: Parabola;Expression(G) = (y^2 = 4*x);D: Point;PointOnCurve(D, G) = True;l: Line;Expression(l) = (x = -1);Distance(D, l) = Distance(D, F);F: Point",Coordinate(F),"(1, 0)","[[[0, 14]], [[0, 14]], [[37, 38]], [[0, 18]], [[20, 33]], [[20, 33]], [[0, 49]], [[41, 44], [54, 57]]]","[[[54, 62]]]"
11092,若双曲线$x^{2}-\frac{y^{2}}{m}=1$的一个焦点与抛物线$y^{2}=8 x$的焦点重合，则$m$的值为?,G: Hyperbola;m: Number;H: Parabola;Expression(G) = (x^2 - y^2/m = 1);Expression(H) = (y^2 = 8*x);OneOf(Focus(G)) = Focus(H),m,3,"[[[1, 29]], [[56, 59]], [[35, 49]], [[1, 29]], [[35, 49]], [[1, 54]]]","[[[56, 63]]]"
7889,若方程$\frac{x^{2}}{16-m}+\frac{y^{2}}{m+4}=1$表示椭圆，则实数$m$的取值范围为?,G: Ellipse;m: Real;Expression(G) = (x^2/(16 - m) + y^2/(m + 4) = 1),Range(m),"(-4, 6) + (6, 16)","[[[45, 47]], [[49, 54]], [[1, 47]]]","[[[49, 61]]]"
5576,设点$P$是椭圆$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1(a>b>0)$与圆$x^{2}+y^{2}=3 b^{2}$的一个交点，$F_{1}$、$F_{2}$分别是椭圆的左、右焦点，且$|P F_{1}|=3|P F_{2}|$，则椭圆的离心率为?,"G: Ellipse;b: Number;a: Number;H: Circle;P: Point;F1: Point;F2: Point;a > b;b > 0;Expression(G) = (y^2/b^2 + x^2/a^2 = 1);Expression(H) = (x^2 + y^2 = 3*b^2);OneOf(Intersection(G, H))=P;LeftFocus(G) = F1;RightFocus(G) = F2;Abs(LineSegmentOf(P, F1)) = 3*Abs(LineSegmentOf(P, F2))",Eccentricity(G),sqrt(14)/4,"[[[6, 58], [105, 107], [139, 141]], [[8, 58]], [[8, 58]], [[59, 81]], [[1, 5]], [[87, 94]], [[95, 102]], [[8, 58]], [[8, 58]], [[6, 58]], [[59, 81]], [[1, 86]], [[87, 113]], [[87, 113]], [[115, 137]]]","[[[139, 147]]]"
9215,设$F_{1}$、$F_{2}$分别是椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{9}=1$的两个焦点，点$P$在椭圆上，若线段$P F_{1}$的中点在$y$轴上，则$|P F_{1}|$=?,"G: Ellipse;Expression(G) = (x^2/16 + y^2/9 = 1);F1: Point;F2: Point;Focus(G) = {F1, F2};P: Point;PointOnCurve(P, G);PointOnCurve(MidPoint(LineSegmentOf(P, F1)), yAxis) = True","Abs(LineSegmentOf(P, F1))",,"[[[19, 57], [68, 70]], [[19, 57]], [[1, 8]], [[9, 16]], [[1, 62]], [[63, 67]], [[63, 71]], [[73, 93]]]","[[[95, 108]]]"
12975,"两个焦点的坐标分别是$(-4 , 0)$ ,$(4 , 0)$，椭圆上一点$P$到两焦点的距离的和等于$10$的椭圆标准方程为?","G: Ellipse;H: Point;P: Point;D: Point;Coordinate(H) = (-4, 0);Coordinate(D) = (4, 0);PointOnCurve(P, G);Focus(G) = {H, D};Distance(P, H) + Distance(P, D) = 10",Expression(G),x^2/25 + y^2/9 = 1,"[[[32, 34], [56, 58]], [], [[37, 40]], [], [[0, 58]], [[0, 58]], [[32, 40]], [[0, 58]], [[37, 58]]]","[[[56, 64]]]"
8897,"已知两定点$P_{1}(1,0)$, $P_{2}(4,0)$，则到点$P_{2}$距离等于到点$P_{1}$的距离的$2$倍的动点$Q$的轨迹方程为?","P1: Point;P2: Point;Coordinate(P1) = (1, 0);Coordinate(P2) = (4, 0);Q: Point;Distance(Q, P2) = Distance(Q, P1)*2",LocusEquation(Q),x^2 + y^2 = 4,"[[[5, 17], [47, 55]], [[19, 31], [34, 42]], [[5, 17]], [[19, 31]], [[66, 69]], [[33, 69]]]","[[[66, 76]]]"
6127,焦点在$y$轴上的椭圆$\frac{x^{2}}{3}+\frac{y^{2}}{m}=1$的离心率为$\frac{1}{2}$，则$m$=?,"G: Ellipse;m: Number;Expression(G) = (x^2/3 + y^2/m = 1);PointOnCurve(Focus(G), yAxis);Eccentricity(G) = (1/2)",m,4,"[[[9, 46]], [[66, 69]], [[9, 46]], [[0, 46]], [[9, 64]]]","[[[66, 71]]]"
1276,若双曲线$3 x^{2}-y^{2}=m$的虚轴长为$2$，则实数$m$的值为?,G: Hyperbola;m: Real;Expression(G) = (3*x^2 - y^2 = m);Length(ImageinaryAxis(G)) = 2,m,"{-3,1}","[[[1, 21]], [[31, 36]], [[1, 21]], [[1, 29]]]","[[[31, 40]]]"
5816,"已知过双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$右焦点且倾斜角为$45^{\circ}$的直线与双曲线右支有两个交点，则双曲线的离心率的取值范围是?","G: Hyperbola;b: Number;a: Number;H: Line;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(RightFocus(G), H);Inclination(H) = ApplyUnit(45, degree);NumIntersection(H, RightPart(G)) = 2",Range(Eccentricity(G)),"(1,sqrt(2))","[[[3, 62], [86, 89], [98, 101]], [[6, 62]], [[6, 62]], [[83, 85]], [[6, 62]], [[6, 62]], [[3, 62]], [[2, 85]], [[66, 85]], [[83, 96]]]","[[[98, 112]]]"
12695,"过抛物线$y=\frac{1}{4} x^{2}$的焦点作直线交抛物线于$A(x_{1} , y_{1})$, $B(x_{2} , y_{2})$两点，若$y_{1}+y_{2}=2 \sqrt {2}$，则弦长$|AB|$的值为?","G: Parabola;H: Line;A: Point;B: Point;Expression(G) = (y = x^2/4);Coordinate(A) = (x1, y1);Coordinate(B) = (x2, y2);x1:Number;x2:Number;y1:Number;y2:Number;PointOnCurve(Focus(G), H);Intersection(H, G) = {A,B};y1+y2=2*sqrt(2);IsChordOf(LineSegmentOf(A,B),G)","Abs(LineSegmentOf(A, B))",2+2*sqrt(2),"[[[1, 25], [32, 35]], [[29, 31]], [[36, 54]], [[56, 74]], [[1, 25]], [[36, 54]], [[56, 74]], [[36, 54]], [[56, 74]], [[36, 54]], [[56, 74]], [[0, 31]], [[29, 76]], [[78, 103]], [[32, 113]]]","[[[107, 117]]]"
9247,已知方程$\frac{x^{2}}{n+1}+\frac{y^{2}}{n+5}=1$表示椭圆，则该椭圆的焦点坐标为?,G: Ellipse;Expression(G)=(x^2/(n + 1) + y^2/(n + 5) = 1) ;n:Number,Coordinate(Focus(G)),"(0,pm*2)","[[[45, 47], [50, 52]], [[2, 47]], [[4, 43]]]","[[[50, 59]]]"
4845,"已知椭圆$C$的标准方程为$\frac{x^{2}}{4}+\frac{y^{2}}{3}=1$，若过点$P(2,1)$的直线$l$与椭圆$C$在第一象限相切于点$M$，则点$M$的坐标为?","C: Ellipse;Expression(C) = (x^2/4 + y^2/3 = 1);P: Point;Coordinate(P) = (2, 1);l: Line;PointOnCurve(P, l);M: Point;TangentPoint(l, C) = M;Quadrant(M) = 1",Coordinate(M),"(1, 3/2)","[[[2, 7], [67, 72]], [[2, 48]], [[51, 60]], [[51, 60]], [[61, 66]], [[50, 66]], [[80, 84], [86, 90]], [[61, 84]], [[72, 84]]]","[[[86, 95]]]"
12575,已知方程$\frac{x^{2}}{3+k}+\frac{y^{2}}{2-k}=1$表示椭圆，则实数$k$的取值范围为?,G: Ellipse;Expression(G) = (x^2/(k + 3) + y^2/(2 - k) = 1);k: Real,Range(k),"(-3, -1/2)+(-1/2, 2)","[[[45, 47]], [[2, 47]], [[49, 54]]]","[[[49, 61]]]"
5968,"若双曲线$x^{2}-y^{2}=1$上的右支上一点$P(a, b)$到直线$y=x$的距离为$\sqrt{2}$，则$a+b$的值为?","G: Hyperbola;H: Line;P: Point;a: Number;b: Number;Expression(G) = (x^2 - y^2 = 1);Expression(H) = (y = x);Coordinate(P) = (a, b);PointOnCurve(P, RightPart(G));Distance(P, H) = sqrt(2)",a + b,1/2,"[[[1, 19]], [[36, 43]], [[26, 35]], [[59, 64]], [[59, 64]], [[1, 19]], [[36, 43]], [[26, 35]], [[1, 35]], [[26, 57]]]","[[[59, 68]]]"
600,抛物线$y^{2}=2 x$上的动点$P$到直线$y=2 x+1$的距离最小值是?,"G: Parabola;H: Line;P: Point;Expression(G) = (y^2 = 2*x);Expression(H) = (y = 2*x + 1);PointOnCurve(P,G)","Min(Distance(P, H))",3*sqrt(5)/20,"[[[0, 14]], [[22, 33]], [[18, 21]], [[0, 14]], [[22, 33]], [[0, 21]]]","[[[18, 41]]]"
10342,已知$F$是椭圆$C$的一个焦点，$B$是短轴的一个端点，线段$BF$的延长线交$C$于点$D$，且$\overrightarrow{B F}=2 \overrightarrow{F D}$，则$C$的离心率为?,"B: Point;F: Point;C: Ellipse;D: Point;OneOf(Focus(C)) = F;OneOf(Endpoint(MinorAxis(C)))=B;Intersection(OverlappingLine(LineSegmentOf(B, F)), C) = D;VectorOf(B, F) = 2*VectorOf(F, D)",Eccentricity(C),sqrt(3)/3,"[[[17, 20]], [[2, 5]], [[6, 11], [40, 43], [97, 100]], [[44, 48]], [[2, 16]], [[6, 28]], [[29, 48]], [[50, 95]]]","[[[97, 106]]]"
1373,已知$F_{1}$、$F_{2}$为双曲线$C$: $\frac{x^{2}}{2}-\frac{y^{2}}{2}=1$的左、右焦点，点$P$在$C$上，$|P F_{1}|=2|P F_{2}|$，则$\cos \angle F_{1} P F_{2}$=?,"C: Hyperbola;P: Point;F1: Point;F2: Point;Expression(C) = (x^2/2 - y^2/2 = 1);LeftFocus(C) = F1;RightFocus(C) = F2;PointOnCurve(P, C);Abs(LineSegmentOf(P, F1)) = 2*Abs(LineSegmentOf(P, F2))","Cos(AngleOf(F1, P, F2))",3/4,"[[[18, 61], [73, 76]], [[68, 72]], [[2, 9]], [[10, 17]], [[18, 61]], [[2, 67]], [[2, 67]], [[68, 77]], [[78, 100]]]","[[[102, 131]]]"
836,椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{b^{2}}=1(b>0)$与双曲线$\frac{x^{2}}{8}-y^{2}=1$有公共的焦点，则$b$=?,G: Hyperbola;H: Ellipse;b: Number;Expression(G) = (x^2/8 - y^2 = 1);b>0;Expression(H) = (x^2/25 + y^2/b^2 = 1);Focus(H) = Focus(G),b,4,"[[[48, 76]], [[0, 47]], [[84, 87]], [[48, 76]], [[2, 47]], [[0, 47]], [[0, 82]]]","[[[84, 89]]]"
4469,"已知抛物线$C$: $y^{2}=2 p x(p>0)$的焦点为$F$，点$M(-\frac{p}{2}, 0)$，过点$F$的直线与此抛物线交于$A$、$B$两点，若$|A B|=12$  且$\tan \angle A M B=2 \sqrt{2}$，则$p$=?","C: Parabola;p: Number;G: Line;M: Point;A: Point;B: Point;F: Point;p>0;Expression(C) = (y^2 = 2*(p*x));Coordinate(M) = (-p/2, 0);Focus(C) = F;PointOnCurve(F, G);Intersection(G, C) = {A, B};Abs(LineSegmentOf(A, B)) = 12 ;Tan(AngleOf(A, M, B)) = 2*sqrt(2)",p,3,"[[[2, 28], [68, 71]], [[129, 132]], [[64, 66]], [[36, 57]], [[73, 76]], [[77, 80]], [[32, 35], [59, 63]], [[10, 28]], [[2, 28]], [[36, 57]], [[2, 35]], [[58, 66]], [[64, 82]], [[84, 94]], [[97, 127]]]","[[[129, 134]]]"
7975,"已知抛物线$C$: $x^{2}=2 p y(p>0)$的焦点为$F$，点$P(x_{0}, \frac{1}{2})$在$C$上，且$|P F|=\frac{3}{4}$，则$p$=?","C: Parabola;Expression(C) = (x^2 = 2*(p*y));p: Number;p>0;F: Point;Focus(C) = F;x0: Number;P: Point;Coordinate(P) = (x0, 1/2);PointOnCurve(P, C);Abs(LineSegmentOf(P, F)) = 3/4",p,1/2,"[[[2, 28], [61, 64]], [[2, 28]], [[88, 91]], [[10, 28]], [[32, 35]], [[2, 35]], [[37, 60]], [[36, 60]], [[36, 60]], [[36, 65]], [[67, 86]]]","[[[88, 93]]]"
447,抛物线$y^{2}=2 p x(p>0)$的焦点为$F$，过$F$作与$x$轴垂直的直线交抛物线于$A$、$B$两点，若$|A B|=3$，则$p$=?,"G: Parabola;p: Number;H: Line;A: Point;B: Point;F: Point;p>0;Expression(G) = (y^2 = 2*p*x);Focus(G) = F;PointOnCurve(F, H);IsPerpendicular(H,xAxis);Intersection(H, G) = {A, B};Abs(LineSegmentOf(A, B)) = 3",p,3/2,"[[[0, 21], [45, 48]], [[71, 74]], [[42, 44]], [[49, 52]], [[53, 56]], [[25, 28], [30, 33]], [[3, 21]], [[0, 21]], [[0, 28]], [[29, 44]], [[34, 44]], [[42, 58]], [[60, 69]]]","[[[71, 76]]]"
8675,设$F_{1}$、$F_{2}$分别是椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{16}=1$的左，右焦点，$P$为椭圆上一点，$M$是$F_{1} P$的中点，$|O M|=3$，则$P$点到椭圆左焦点的距离为?,"F1: Point;F2: Point;G: Ellipse;Expression(G) = (x^2/25 + y^2/16 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G) = True;O: Origin;M: Point;MidPoint(LineSegmentOf(F1, P)) = M;Abs(LineSegmentOf(O, M)) = 3","Distance(P, LeftFocus(G))",4,"[[[1, 8]], [[9, 16]], [[19, 58], [69, 71], [108, 110]], [[19, 58]], [[1, 64]], [[1, 64]], [[65, 68], [103, 107]], [[65, 74]], [[92, 101]], [[75, 78]], [[75, 91]], [[92, 101]]]","[[[103, 118]]]"
8253,设$F_{1}$、$F_{2}$分别是椭圆$x^{2}+\frac{y^{2}}{b^{2}}=1  (0<b<1)$的左、右焦点，过$F_{1}$斜率为$1$的直线与椭圆相交于$A$、$B$两点，且$|A B|=\frac{4}{3}$，则$b$的值为?,"G: Ellipse;Expression(G) = (x^2 + y^2/b^2 = 1);b: Number;0 < b;b < 1;F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;H: Line;Slope(H) = 1;PointOnCurve(F1, H);A: Point;B: Point;Intersection(H, G) = {A, B};Abs(LineSegmentOf(A, B)) = 4/3",b,sqrt(2)/2,"[[[19, 59], [84, 86]], [[19, 59]], [[121, 124]], [[21, 59]], [[21, 59]], [[1, 8], [67, 74]], [[9, 16]], [[1, 65]], [[1, 65]], [[81, 83]], [[74, 83]], [[66, 83]], [[89, 92]], [[93, 96]], [[81, 98]], [[100, 119]]]","[[[121, 128]]]"
11300,"已知抛物线$y^{2}=2 p x(p>0)$焦点$F$恰好是双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$的右焦点，且双曲线过点$(\frac{3 a^{2}}{p}, \frac{2 b^{2}}{p})$，则该双曲线的渐近线方程为?","G: Hyperbola;b: Number;a: Number;H: Parabola;p: Number;F: Point;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);p>0;Expression(H) = (y^2 = 2*p*x);Focus(H)=F;RightFocus(G)=F;P:Point;Coordinate(P)=(3*a^2/p,2*b^2/p);PointOnCurve(P,G)",Expression(Asymptote(G)),y=pm*(sqrt(10)/4)*x,"[[[31, 77], [83, 86], [131, 134]], [[34, 77]], [[34, 77]], [[2, 23]], [[5, 23]], [[25, 28]], [[31, 77]], [[5, 23]], [[2, 23]], [[2, 28]], [[25, 81]], [[87, 128]], [[87, 128]], [[83, 128]]]","[[[131, 142]]]"
4973,"已知$F_{1}$、$F_{2}$分别为双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的左. 右焦点，点$P$在双曲线上，若$P F_{2} \perp F_{1} F_{2}$ , $\angle P F_{1} F_{2}=30^{\circ}$，则双曲线的离心率为?","G: Hyperbola;b: Number;a: Number;P: Point;F1: Point;F2: Point;a>0;b>0;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);IsPerpendicular(LineSegmentOf(F1, F2),LineSegmentOf(P, F2));AngleOf(P,F1,F2)=ApplyUnit(30,degree)",Eccentricity(G),sqrt(3),"[[[20, 76], [89, 92], [160, 163]], [[23, 76]], [[23, 76]], [[84, 88]], [[2, 9]], [[10, 17]], [[23, 76]], [[23, 76]], [[20, 76]], [[2, 83]], [[2, 83]], [[84, 93]], [[95, 123]], [[125, 158]]]","[[[160, 169]]]"
8661,"已知点$P(-3,3)$，过点$M(3,0)$作直线，与抛物线$y^{2}=4 x$相交于$A$、$B$两点，设直线$P A$ , $P B$的斜率分别为$k_{1}$ , $k_{2}$，则$k_{1}+k_{2}$=?","P: Point;Coordinate(P) = (-3, 3);M: Point;Coordinate(M) = (3, 0);L: Line;PointOnCurve(M,L) = True;G: Parabola;Expression(G) = (y^2 = 4*x);Intersection(L,G) = {A,B};A: Point;B: Point;Slope(LineOf(P,A)) = k1;k1: Number;Slope(LineOf(P,B)) = k2;k2: Number",k1 + k2,-1,"[[[2, 12]], [[2, 12]], [[14, 23]], [[14, 23]], [[24, 26]], [[13, 26]], [[28, 42]], [[28, 42]], [[24, 54]], [[45, 48]], [[49, 52]], [[56, 94]], [[77, 84]], [[56, 94]], [[87, 94]]]","[[[96, 111]]]"
2275,"已知$a>b>0$，椭圆$C_{1}$的方程为$\frac{x^{2}}{a^{2}}+\frac{y^{2}}{b^{2}}=1$，双曲线$C_{2}$的方程为$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1$ , $C_{1}$与$C_{2}$的离心率之积为$\frac{\sqrt{3}}{2}$，则$C_{2}$的渐近线方程为?",a: Number;b: Number;a > b;b > 0;C1: Ellipse;Expression(C1) = (y^2/b^2 + x^2/a^2 = 1);C2: Hyperbola;Expression(C2) = (-y^2/b^2 + x^2/a^2 = 1);Eccentricity(C1)*Eccentricity(C2) = sqrt(3)/2,Expression(Asymptote(C2)),x+pm*sqrt(2)*y=0,"[[[2, 9]], [[2, 9]], [[2, 9]], [[2, 9]], [[10, 19], [127, 134]], [[10, 66]], [[67, 77], [135, 142], [171, 178]], [[67, 124]], [[127, 169]]]","[[[171, 186]]]"
