id,text,fact_expressions,query_expressions,answer_expressions,fact_spans,query_spans
7520,"已知直线$l$的方程为$x+2 y=0$,$P$是椭圆$\frac{x^{2}}{4}+y^{2}=1$上任意一点，则点$P$到直线$l$的距离的最大值为?","l: Line;G: Ellipse;P: Point;Expression(G) = (x^2/4 + y^2 = 1);Expression(l) = (x + 2*y = 0);PointOnCurve(P, G)","Max(Distance(P, l))",2*sqrt(10)/5,"[[[2, 7], [64, 69]], [[25, 52]], [[59, 63], [21, 24]], [[25, 52]], [[2, 20]], [[21, 57]]]","[[[59, 78]]]"
385,抛物线$y=a x^{2}$的焦点恰好为双曲线$y^{2}-x^{2}=2$的上焦点，则$a$=?,G: Hyperbola;H: Parabola;a: Number;Expression(G) = (-x^2 + y^2 = 2);Expression(H) = (y = a*x^2);Focus(H) =UpperFocus(G),a,1/8,"[[[20, 38]], [[0, 14]], [[44, 47]], [[20, 38]], [[0, 14]], [[0, 42]]]","[[[44, 49]]]"
7849,已知抛物线$x^{2}=a y$的焦点恰好为双曲线$y^{2}-x^{2}=2$的上焦点，则$a$=?,H: Parabola;Expression(H) = (x^2 = a*y);a: Number;G: Hyperbola;Expression(G) = (-x^2 + y^2 = 2);Focus(H) = UpperFocus(G),a,8,"[[[2, 16]], [[2, 16]], [[46, 49]], [[22, 40]], [[22, 40]], [[2, 44]]]","[[[46, 51]]]"
12726,已知抛物线$x^{2}=a y$的焦点恰好为双曲线$y^{2}-x^{2}=2$的上焦点，则$a$的值为?,G: Hyperbola;H: Parabola;a: Number;Expression(G) = (-x^2 + y^2 = 2);Expression(H) = (x^2 = a*y);Focus(H) = UpperFocus(G),a,8,"[[[22, 40]], [[2, 16]], [[46, 49]], [[22, 40]], [[2, 16]], [[2, 44]]]","[[[46, 53]]]"
7431,"点$P$是双曲线$x^{2}-\frac{y^{2}}{b^{2}}=1  (b>0)$上一点，$F_{1}$、$F_{2}$是双曲线的左，右焦点，$|P F_{1}|+|P F_{2}|=6$ , $P F_{1} \perp P F_{2}$，则双曲线的离心率为?","G: Hyperbola;b: Number;P: Point;F1: Point;F2: Point;b>0;Expression(G) = (x^2 - y^2/b^2 = 1);PointOnCurve(P, G);LeftFocus(G)=F1;RightFocus(G)=F2;Abs(LineSegmentOf(P, F1)) + Abs(LineSegmentOf(P, F2)) = 6;IsPerpendicular(LineSegmentOf(P, F1), LineSegmentOf(P, F2))",Eccentricity(G),sqrt(5),"[[[5, 44], [64, 67], [125, 128]], [[8, 44]], [[0, 4]], [[48, 55]], [[56, 63]], [[8, 44]], [[5, 44]], [[0, 47]], [[48, 73]], [[48, 73]], [[74, 97]], [[100, 123]]]","[[[125, 134]]]"
8153,已知直线$l_{1}$: $x-y+3=0$，直线$l_{2}$: $x=-3$，则抛物线$x=\frac{1}{8} y^{2}$上一个动点$P$到直线$l_{1}$的距离与它到直线$l_{2}$的距离之和的最小值为?,"l1: Line;Expression(l1) = (x - y + 3 = 0);l2: Line;Expression(l2) = (x = -3);G: Parabola;Expression(G) = (x = y^2/8);P: Point;PointOnCurve(P, G)","Min(Distance(P, l1)+Distance(P, l2))",(5*sqrt(2)/2)+1,"[[[2, 22], [75, 84]], [[2, 22]], [[23, 40], [90, 99]], [[23, 40]], [[42, 66]], [[42, 66]], [[71, 74], [88, 89]], [[42, 74]]]","[[[71, 110]]]"
6607,抛物线$y=4 a x^{2}  (a \in R$且$a \neq 0)$的焦点坐标为?,G: Parabola;a: Real;Expression(G) = (y = 4*(a*x^2));Negation(a=0),Coordinate(Focus(G)),"(0,1/(16*a))","[[[0, 38]], [[3, 38]], [[0, 38]], [[3, 38]]]","[[[0, 45]]]"
7022,"已知椭圆以坐标轴为对称轴，且长轴是短轴的$2$倍，且过点$P(3,0)$，则椭圆的方程为?","G: Ellipse;P: Point;Coordinate(P) = (3, 0);SymmetryAxis(G)=axis;MajorAxis(G)=2*MinorAxis(G);PointOnCurve(P,G)",Expression(G),"{(x^2/9+y^2=1),(x^2/9+y^2/81=1)}","[[[2, 4], [38, 40]], [[27, 36]], [[27, 36]], [[2, 12]], [[2, 24]], [[2, 36]]]","[[[38, 45]]]"
11618,抛物线$y=-\frac{1}{2} x^{2}$上一点$N$到其焦点$F$的距离是$3$，则点$N$到直线$y=1$的距离等于?,"G: Parabola;H: Line;N: Point;F: Point;Expression(G) = (y = -x^2/2);Expression(H) = (y = 1);PointOnCurve(N, G);Focus(G) = F;Distance(N, F) = 3","Distance(N, H)",7/2,"[[[0, 25], [32, 33]], [[52, 59]], [[28, 31], [47, 51]], [[35, 38]], [[0, 25]], [[52, 59]], [[0, 31]], [[32, 38]], [[28, 45]]]","[[[47, 65]]]"
12715,直线$y=k x-2$与椭圆$x^{2}+4 y^{2}=80$相交于不同的两点$P$、$Q$，若$P Q$的中点横坐标为$2$，则直线的斜率等于?,"G: Ellipse;H: Line;k: Number;P: Point;Q: Point;Expression(G) = (x^2 + 4*y^2 = 80);Expression(H) = (y = k*x - 2);Intersection(H, G) = {P, Q};Negation(P=Q);XCoordinate(MidPoint(LineSegmentOf(P, Q))) = 2",Slope(H),1/2,"[[[12, 32]], [[0, 11], [66, 68]], [[2, 11]], [[40, 43]], [[44, 47]], [[12, 32]], [[0, 11]], [[0, 47]], [[35, 47]], [[49, 64]]]","[[[66, 74]]]"
9783,"设$A(x_{1}, y_{1})$为椭圆$3 x^{2}+4 y^{2}=12$上一点，过点$A$作一条斜率为$-\frac{3 x_{1}}{4 y_{1}}$的直线$l$，又设$d$为原点到直线$l$的距离，$r_{1}$, $r_{2}$分别为$A$点到椭圆两焦点的距离. 则$\sqrt{r_{1} r_{2}} d$=?","G: Ellipse;A: Point;Expression(G) = (3*x^2 + 4*y^2 = 12);Coordinate(A) = (x1, y1);PointOnCurve(A,G);x1:Number;y1:Number;d:Number;r1:Number;r2:Number;l:Line;PointOnCurve(A,l);O:Origin;Slope(l)=-(3*x1/4*y1);Distance(O,l)=d;F1:Point;F2:Point;Focus(G)={F1,F2};Distance(A,F1)=r1;Distance(A,F2)=r2",sqrt(r1*r2)*d,2*sqrt(3),"[[[19, 41], [131, 133]], [[1, 18], [46, 50]], [[19, 41]], [[1, 18]], [[1, 44]], [[1, 18]], [[1, 18]], [[91, 94]], [[107, 114]], [[116, 123]], [[83, 88], [98, 103]], [[45, 88]], [[95, 97]], [[53, 88]], [[91, 106]], [], [], [[131, 136]], [[107, 139]], [[107, 139]]]","[[[142, 166]]]"
13654,"已知中心在坐标原点的双曲线$C$的焦距为$6$，离心率等于$3$, 则双曲线$C$的标准方程为?",C: Hyperbola;O: Origin;Center(C) = O;FocalLength(C) = 6;Eccentricity(C) = 3,Expression(C),"{(x^2-y^2/8=1),(y^2-x^2/8=1)}","[[[10, 16], [35, 41]], [[5, 9]], [[2, 16]], [[10, 23]], [[10, 32]]]","[[[35, 48]]]"
9986,抛物线顶点在原点，焦点在$y$轴上，它的准线方程为$y=3$，则该抛物线的方程为?,"G: Parabola;O: Origin;Vertex(G) = O;PointOnCurve(Focus(G), yAxis);Expression(Directrix(G)) = (y=3)",Expression(G),x^2=-12*y,"[[[0, 3], [18, 19], [33, 36]], [[6, 8]], [[0, 8]], [[0, 17]], [[18, 30]]]","[[[33, 41]]]"
10255,"已知双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{4}=1 ,(a>0)$的离心率为$\sqrt{3}$，则实数$a$的值为?",G: Hyperbola;a: Real;a>0;Expression(G) = (-y^2/4 + x^2/a^2 = 1);Eccentricity(G) = sqrt(3),a,sqrt(2),"[[[2, 51]], [[68, 73]], [[5, 51]], [[2, 51]], [[2, 66]]]","[[[68, 77]]]"
4613,"已知点$M(2,2)$和抛物线$C$: $y^{2}=-8 x$, 过$C$的焦点且斜率为$k$的直线与$C$相交于$A$、$B$两点，若$\overrightarrow{M A} \perp \overrightarrow{M B}$，则$k$=?","M: Point;Coordinate(M) = (2, 2);C: Parabola;Expression(C) = (y^2 = -8*x);G: Line;k: Number;Slope(G)=k;PointOnCurve(Focus(C),G);A: Point;B: Point;Intersection(G,C)={A,B};IsPerpendicular(VectorOf(M,A),VectorOf(M,B))",k,-2,"[[[2, 11]], [[2, 11]], [[12, 32], [35, 38], [52, 55]], [[12, 32]], [[49, 51]], [[45, 48], [120, 123]], [[42, 51]], [[34, 51]], [[58, 61]], [[62, 65]], [[49, 67]], [[69, 118]]]","[[[120, 125]]]"
1097,"若椭圆$C$: $\frac{x^{2}}{m}+\frac{y^{2}}{m^{2}-1}=1$的一个焦点坐标为$(0,1)$，则$C$的长轴长为?","C: Ellipse;m: Number;Expression(C) = (y^2/(m^2 - 1) + x^2/m = 1);Coordinate(OneOf(Focus(C))) = (0, 1)",Length(MajorAxis(C)),2*sqrt(3),"[[[1, 49], [66, 69]], [[8, 49]], [[1, 49]], [[1, 64]]]","[[[66, 75]]]"
10281,若椭圆的标准方程为$\frac{x^{2}}{6-s}+\frac{y^{2}}{s+2}=1$，焦点在$y$轴上，且焦距是$4$，则实数$s$=?,"G: Ellipse;s: Real;Expression(G) = (x^2/(6 - s) + y^2/(s + 2) = 1);PointOnCurve(Focus(G), yAxis);FocalLength(G) = 4",s,4,"[[[1, 3]], [[67, 72]], [[1, 48]], [[1, 57]], [[1, 65]]]","[[[67, 74]]]"
7219,"已知抛物线$y^{2}=16 x$，焦点为$F$ , $A(8,2)$为平面上的一定点，$P$为抛物线上的一动点，则$|P A|+|P F|$的最小值为?","G: Parabola;A: Point;P: Point;F: Point;Expression(G) = (y^2 = 16*x);Coordinate(A) = (8, 2);Focus(G) = F;PointOnCurve(P, G)","Min(Abs(LineSegmentOf(P, A)) + Abs(LineSegmentOf(P, F)))",12,"[[[2, 17], [48, 51]], [[27, 35]], [[44, 47]], [[21, 24]], [[2, 17]], [[27, 35]], [[2, 24]], [[44, 56]]]","[[[58, 77]]]"
3109,已知抛物线$y^{2}=2 p x(p>0)$的准线方程为$x=-1$，直线$l$: $y=x-1$交抛物线于$A$、$B$两点，则弦长$A B$=?,"l: Line;G: Parabola;p: Number;A: Point;B: Point;p>0;Expression(G) = (y^2 = 2*p*x);Expression(Directrix(G)) = (x = -1);Expression(l)=(y=x-1);Intersection(l,G)={A,B};IsChordOf(LineSegmentOf(A,B),G)","Length(LineSegmentOf(A, B))",8,"[[[36, 50]], [[2, 23], [51, 54]], [[5, 23]], [[55, 58]], [[59, 62]], [[5, 23]], [[2, 23]], [[2, 35]], [[36, 50]], [[36, 64]], [[51, 73]]]","[[[68, 75]]]"
11735,"已知点$P$是抛物线$y^{2}=16 x$上的一点，它到对称轴的距离为$12$ , $F$是抛物线的焦点，则$|PF|$=?","G: Parabola;P: Point;F: Point;Expression(G) = (y^2 = 16*x);PointOnCurve(P, G);Distance(P,SymmetryAxis(G))=12;Focus(G) = F","Abs(LineSegmentOf(P, F))",13,"[[[7, 22], [47, 50]], [[2, 6], [27, 28]], [[42, 46]], [[7, 22]], [[2, 26]], [[7, 41]], [[43, 53]]]","[[[55, 63]]]"
5721,"$F_{1}$、$F_{2}$分别是双曲线$\frac{x^{2}}{16}-\frac{y^{2}}{9}=1$的左右焦点，$P$为双曲线右支上的一点，$\odot A$是$\Delta P F_{1} F_{2}$的内切圆，$\odot A$与$x$轴相切于点$M(m, 0)$，则$m$的值为?","G: Hyperbola;A: Circle;M: Point;P: Point;F1: Point;F2: Point;m:Number;Expression(G) = (x^2/16 - y^2/9 = 1);Coordinate(M) = (m, 0);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, RightPart(G));IsInscribedCircle(A, TriangleOf(P,F1,F2));TangentPoint(xAxis,A)=M",m,4,"[[[18, 57], [67, 70]], [[114, 123], [77, 86]], [[131, 141]], [[63, 66]], [[0, 7]], [[8, 15]], [[143, 146]], [[18, 57]], [[131, 141]], [[0, 62]], [[0, 62]], [[63, 76]], [[77, 113]], [[114, 141]]]","[[[143, 150]]]"
5451,"过双曲线$\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>0, b>0)$的一个焦点$F$引它的渐近线的垂线，垂足为$M$，延长$F M$交$y$轴于点$E$，若$|F M|=|M E|$，则双曲线的离心率为?","G: Hyperbola;Expression(G) = (-y^2/b^2 + x^2/a^2 = 1);b: Number;a: Number;a>0;b>0;OneOf(Focus(G)) = F;F: Point;L: Line;PointOnCurve(F, L) ;IsPerpendicular(L, Asymptote(G)) ;FootPoint(L, Asymptote(G)) = M;M: Point;Intersection(OverlappingLine(LineSegmentOf(F, M)), yAxis) = E;E: Point;Abs(LineSegmentOf(F, M)) = Abs(LineSegmentOf(M, E))",Eccentricity(G),sqrt(2),"[[[1, 57], [66, 67], [116, 119]], [[1, 57]], [[4, 57]], [[4, 57]], [[4, 57]], [[4, 57]], [[1, 65]], [[62, 65]], [], [[0, 74]], [[0, 74]], [[0, 81]], [[78, 81]], [[82, 99]], [[95, 99]], [[101, 114]]]","[[[116, 125]]]"
11943,"在抛物线$y^{2}=4 x$上有点$M$，它到直线$y=x$的距离为$4 \sqrt {2}$，若点$M$的坐标为$(m, n)$且$m>0$ , $n>0$，则$\frac{m}{n}$的值为?","G: Parabola;Expression(G) = (y^2 = 4*x);M: Point;PointOnCurve(M, G);H: Line;Expression(H) = (y = x);Distance(M, H) = 4*sqrt(2);m: Number;n: Number;Coordinate(M) = (m, n);m>0;n>0",m/n,2,"[[[1, 15]], [[1, 15]], [[17, 21], [22, 23], [50, 54]], [[1, 21]], [[24, 31]], [[24, 31]], [[22, 48]], [[58, 66]], [[58, 66]], [[50, 66]], [[67, 72]], [[74, 80]]]","[[[82, 99]]]"
7723,已知椭圆的方程为$\frac{y^{2}}{4}+\frac{x^{2}}{2}=1$则该椭圆的离心率为?,G: Ellipse;Expression(G)=(y^2/4+x^2/2=1),Eccentricity(G),sqrt(2)/2,"[[[2, 4], [45, 47]], [[2, 43]]]","[[[45, 53]]]"
8812,双曲线$3 x^{2}-y^{2}=9$的焦距为?,G: Hyperbola;Expression(G) = (3*x^2 - y^2 = 9),FocalLength(G),4*sqrt(3),"[[[0, 20]], [[0, 20]]]","[[[0, 25]]]"
10034,已知$P$为双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1(a>b>0)$左支上一点，$F_{1}$、$F_{2}$分别为$C$的左、右焦点，$M$为虚轴的一个端点，若$|M P|+|P F_{2}|$的最小值为$|F_{1} F_{2}|$，则$C$的离心率为?,"C: Hyperbola;b: Number;a: Number;M: Point;P: Point;F2: Point;F1: Point;a > b;b > 0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);PointOnCurve(P, LeftPart(C));LeftFocus(C) = F1;RightFocus(C) = F2;OneOf(Endpoint(ImageinaryAxis(C)))=M;Min(Abs(LineSegmentOf(M, P)) + Abs(LineSegmentOf(P, F2))) = Abs(LineSegmentOf(F1, F2))",Eccentricity(C),(4+sqrt(6))/2,"[[[6, 64], [88, 91], [150, 153]], [[14, 64]], [[14, 64]], [[98, 101]], [[2, 5]], [[78, 85]], [[70, 77]], [[14, 64]], [[14, 64]], [[6, 64]], [[2, 69]], [[70, 97]], [[70, 97]], [[88, 109]], [[111, 148]]]","[[[150, 159]]]"
12003,过抛物线$y^{2}=2 p x(p>0)$的焦点$F$的弦$A B$的垂直平分线交$x$轴于点$P$，已知$|A B|=10$，则$|F P|$=?,"G: Parabola;p: Number;A: Point;B: Point;F: Point;P: Point;p>0;Expression(G) = (y^2 = 2*(p*x));Focus(G) = F;IsChordOf(LineSegmentOf(A, B), G);Intersection(PerpendicularBisector(LineSegmentOf(A, B)), xAxis) = P;Abs(LineSegmentOf(A, B)) = 10;PointOnCurve(F, LineSegmentOf(A, B))","Abs(LineSegmentOf(F, P))",5,"[[[1, 22]], [[4, 22]], [[30, 35]], [[30, 35]], [[25, 28]], [[47, 51]], [[4, 22]], [[1, 22]], [[1, 28]], [[1, 35]], [[30, 51]], [[54, 64]], [[0, 35]]]","[[[66, 75]]]"
529,双曲线$4 x^{2}-y^{2}+16=0$的渐近线方程为?,G: Hyperbola;Expression(G) = (4*x^2 - y^2 + 16 = 0),Expression(Asymptote(G)),y = pm*2*x,"[[[0, 23]], [[0, 23]]]","[[[0, 31]]]"
247,"已知点$F$为抛物线$C$:$y^{2}=4 x$的焦点，直线$l$过点$F$且与抛物线$C$交于$A$、$B$两点，点$A$在第一象限，$M(-2,0)$，若$\frac{3}{2} \leq \frac{S_{\triangle M A F}}{S_{\triangle M B F}} \leq 2$ （ $S_{\triangle M A F}$ , $S_{\triangle M B F}$分别表示$\triangle M A F$，$\triangle M B F$的面积），则直线$l$的斜率的取值范围为?","l: Line;C: Parabola;M: Point;A: Point;F: Point;B: Point;Expression(C) = (y^2 = 4*x);Coordinate(M) = (-2, 0);Focus(C) = F;PointOnCurve(F, l);Intersection(l, C) = {A, B};Quadrant(A) = 1;3/2 <= Area(TriangleOf(M, A, F))/Area(TriangleOf(M, B, F));Area(TriangleOf(M, A, F))/Area(TriangleOf(M, B, F)) <= 2",Range(Slope(l)),"[2*sqrt(2), 2*sqrt(6)]","[[[29, 34], [246, 251]], [[7, 25], [41, 47]], [[69, 78]], [[59, 63], [49, 52]], [[2, 6], [35, 39]], [[53, 56]], [[7, 25]], [[69, 78]], [[2, 28]], [[29, 39]], [[29, 58]], [[59, 68]], [[80, 154]], [[80, 154]]]","[[[246, 261]]]"
8398,"已知点$P(-1 ,-1)$，且点$F$为抛物线$C$: $y^{2}=2 p x  (p>0)$的焦点，过点$F$且斜率为$-2$的直线$l$与该抛物线交于$A$，$B$两点.若$\overrightarrow{A P} \cdot \overrightarrow{B P}=0$，则$p$=?","P: Point;Coordinate(P) = (-1, -1);F: Point;Focus(C) = F;C: Parabola;Expression(C) = (y^2 = 2*(p*x));p: Number;p>0;l: Line;PointOnCurve(F,l) = True;Slope(l) = -2;A: Point;B: Point;Intersection(C,l) = {A,B};DotProduct(VectorOf(A, P), VectorOf(B, P)) = 0",p,2,"[[[2, 14]], [[2, 14]], [[16, 20], [54, 58]], [[16, 52]], [[21, 49], [74, 77]], [[21, 49]], [[143, 146]], [[29, 49]], [[67, 72]], [[53, 72]], [[59, 72]], [[79, 82]], [[83, 86]], [[67, 88]], [[90, 141]]]","[[[143, 148]]]"
13007,已知椭圆$\frac{x^{2}}{10-k}+\frac{y^{2}}{k-2}=1$，焦点在$y$轴上，若焦距等于$4$，则实数$k$=?,"G: Ellipse;Expression(G) = (x^2/(10 - k) + y^2/(k - 2) = 1);k: Real;PointOnCurve(Focus(G), yAxis);FocalLength(G) = 4",k,8,"[[[2, 44]], [[2, 44]], [[64, 69]], [[2, 53]], [[2, 62]]]","[[[64, 71]]]"
3540,"已知双曲线$C$: $\frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1  (a>0 , b>0)$的左、右焦点分别是$F_{1}$、$F_{2}$、$M$是$C$右支上一点，设$\angle F_{1} M F_{2}=\theta$. 若$\overrightarrow{M F_{1}} \cdot \overrightarrow{M F_{2}}=4 b^{2}$，则$\cos \theta$=?","C: Hyperbola;b: Number;a: Number;F1: Point;M: Point;F2: Point;a>0;b>0;Expression(C) = (-y^2/b^2 + x^2/a^2 = 1);LeftFocus(C) = F1;RightFocus(C) = F2;PointOnCurve(M, RightPart(C));Theta: Number;AngleOf(F1, M, F2) = Theta;DotProduct(VectorOf(M, F1), VectorOf(M, F2)) = 4*b^2",Cos(Theta),2/3,"[[[2, 66], [95, 98]], [[10, 66]], [[10, 66]], [[75, 82]], [[91, 94]], [[83, 90]], [[10, 66]], [[10, 66]], [[2, 66]], [[2, 90]], [[2, 90]], [[91, 103]], [[204, 217]], [[105, 134]], [[137, 202]]]","[[[204, 219]]]"
13108,已知椭圆$C$的短轴长为$6$，离心率为$\frac{4}{5}$，则椭圆$C$的焦点$F$到长轴的一个端点的距离为?,C: Ellipse;Length(MinorAxis(C)) = 6;Eccentricity(C) = 4/5;F: Point;OneOf(Focus(C)) = F,"Distance(F, OneOf(Endpoint(MajorAxis(C))))","{1, 9}","[[[2, 7], [35, 40]], [[2, 15]], [[2, 33]], [[43, 46]], [[35, 46]]]","[[[35, 59]]]"
5229,已知双曲线的顶点到渐近线的距离为$2$，焦点到渐近线的距离为$6$，则该双曲线的离心率为?,"G: Hyperbola;Distance(Vertex(G), Asymptote(G)) = 2;Distance(Focus(G), Asymptote(G)) = 6",Eccentricity(G),3,"[[[2, 5], [36, 39]], [[2, 19]], [[2, 33]]]","[[[36, 45]]]"
12860,"已知$P$是椭圆上的一点，$F_{1}$、$F_{2}$是椭圆的两个焦点，$\angle P F_{1} F_{2}=90^{\circ}$, $\angle P F_{2} F_{1}=30^{\circ}$, 则椭圆的离心率是?","G: Ellipse;P: Point;F1: Point;F2: Point;PointOnCurve(P, G);Focus(G) = {F1, F2};AngleOf(P, F1, F2) = ApplyUnit(90, degree);AngleOf(P, F2, F1) = ApplyUnit(30, degree)",Eccentricity(G),sqrt(3)/3,"[[[6, 8], [6, 8], [6, 8]], [[2, 5]], [[13, 20]], [[21, 28]], [[2, 12]], [[13, 36]], [[37, 70]], [[72, 105]]]","[[[108, 116]]]"
5689,"$P$是椭圆上一定点，$F_{1}$ , $F_{2}$是椭圆的两个焦点，若$\angle PF_{1} F_{2}=60^{\circ}$, $\angle PF_{2} F_{1}=30^{\circ}$，则椭圆的离心率为?","G: Ellipse;P: Point;F1: Point;F2: Point;PointOnCurve(P, G);Focus(G)={F1,F2};AngleOf(P, F1, F2) = ApplyUnit(60, degree);AngleOf(P, F2, F1) = ApplyUnit(30, degree)",Eccentricity(G),sqrt(3)-1,"[[[29, 31], [29, 31], [29, 31]], [[0, 3]], [[11, 18]], [[21, 28]], [[0, 10]], [[11, 36]], [[38, 70]], [[71, 104]]]","[[[106, 114]]]"
975,已知双曲线$m x^{2}-n y^{2}=1$的一条渐近线方程为$y=\frac{4}{3} x$，则双曲线的离心率等于?,G: Hyperbola;n: Number;m: Number;Expression(G) = (m*x^2 - n*y^2 = 1);Expression(OneOf(Asymptote(G))) = (y = (4/3)*x),Eccentricity(G),"{5/3, 5/4}","[[[2, 24], [52, 55]], [[5, 24]], [[5, 24]], [[2, 24]], [[2, 50]]]","[[[52, 62]]]"
7794,"设椭圆$\frac{x^{2}}{5}+\frac{y^{2}}{4}=1$的左、右焦点分别为$F_{1}$、$F_{2}$，$M$为椭圆上异于长轴端点的一点，$\angle F_{1} M F_{2}=2 \theta$, $\Delta MF_{1} F_{2}$的内心为$I$，则$|M I| \cos \theta$=?","G: Ellipse;Expression(G) = (x^2/5 + y^2/4 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;M: Point;PointOnCurve(M,G);Negation(M=Endpoint(MajorAxis(G)));theta: Number;AngleOf(F1, M, F2) = 2*theta;I: Point;Incenter(TriangleOf(M, F1, F2)) = I","Abs(LineSegmentOf(M, I))*Cos(theta)",sqrt(5)-1,"[[[1, 38], [67, 69]], [[1, 38]], [[47, 54]], [[55, 62]], [[1, 62]], [[1, 62]], [[63, 66]], [[63, 79]], [[63, 79]], [[80, 111]], [[80, 111]], [[138, 141]], [[113, 141]]]","[[[143, 164]]]"
13262,设$P$为椭圆$\frac{x^{2}}{4}+y^{2}=1$上任意一点，$O$为坐标原点，$F$为椭圆的左焦点，点$M$满足$O M=\frac{1}{2}(OP+OF)$，则$|OM|+|MF|$=?,"G: Ellipse;Expression(G) = (x^2/4 + y^2 = 1);P: Point;PointOnCurve(P, G);O: Origin;F: Point;LeftFocus(G) = F;M: Point;LineSegmentOf(O, M) = (1/2)*(LineSegmentOf(O, F) + LineSegmentOf(O, P))","Abs(LineSegmentOf(M, F)) + Abs(LineSegmentOf(O, M))",2,"[[[5, 32], [51, 53]], [[5, 32]], [[1, 4]], [[1, 37]], [[38, 41]], [[47, 50]], [[47, 57]], [[58, 62]], [[64, 88]]]","[[[90, 103]]]"
12721,"一动圆过点$A(0 , 1)$，圆心在抛物线$x^{2}=4 y$上，且恒与定直线$l$相切，则直线$l$的方程为?","l: Line;G: Parabola;H: Circle;A: Point;Expression(G) = (x^2 = 4*y);Coordinate(A) = (0, 1);PointOnCurve(A, H);PointOnCurve(Center(H),G);IsTangent(l,H)",Expression(l),y=-1,"[[[41, 44], [48, 53]], [[19, 33]], [[1, 3]], [[4, 15]], [[19, 33]], [[4, 15]], [[1, 15]], [[1, 34]], [[1, 46]]]","[[[48, 58]]]"
10154,设$P$为曲线$x^{2}-4 y^{2}-4=0$上一动点，$O$为坐标原点，$M$为线段$P O$的中点，则点$M$的轨迹方程为?,"P: Point;PointOnCurve(P,G) = True;G: Curve;Expression(G) = (x^2 - 4*y^2 - 4 = 0);O: Origin;M: Point;MidPoint(LineSegmentOf(P,O)) = M",LocusEquation(M),x^2-4*y^2=1,"[[[1, 4]], [[1, 30]], [[5, 26]], [[5, 26]], [[31, 34]], [[40, 43], [56, 60]], [[40, 54]]]","[[[56, 67]]]"
5408,已知椭圆$\frac{x^{2}}{25}+\frac{y^{2}}{18}=1$的左右焦点为$F_{1}$、$F_{2}$，点$P$在椭圆上，且$|PF_{1}|=6$，则$\angle F_{1} P F_{2}$=?,"G: Ellipse;Expression(G) = (x^2/25 + y^2/18 = 1);F1: Point;F2: Point;LeftFocus(G) = F1;RightFocus(G) = F2;P: Point;PointOnCurve(P, G);Abs(LineSegmentOf(P, F1)) = 6","AngleOf(F1, P, F2)",pi/3,"[[[2, 41], [68, 70]], [[2, 41]], [[47, 54]], [[55, 62]], [[2, 62]], [[2, 62]], [[63, 67]], [[63, 71]], [[73, 85]]]","[[[87, 111]]]"
10415,已知椭圆$\frac{x^{2}}{25} + \frac{y^{2}}{18}=1$的左右焦点为$F_{1}$、$F_{2}$，点$P$在椭圆上，且$|P F_{1}|=6$，则$\angle F_{1} P F_{2}$=?,"G: Ellipse;P: Point;F1: Point;F2: Point;Expression(G) = (x^2/25 + y^2/18 = 1);LeftFocus(G) = F1;RightFocus(G) = F2;PointOnCurve(P, G);Abs(LineSegmentOf(P, F1)) = 6","AngleOf(F1, P, F2)",pi/3,"[[[2, 43], [70, 72]], [[65, 69]], [[49, 56]], [[57, 64]], [[2, 43]], [[2, 64]], [[2, 64]], [[65, 73]], [[75, 88]]]","[[[90, 114]]]"
2795,"已知定点$A(-2, \sqrt{3})$ , $F$是椭圆$\frac{x^{2}}{16}+\frac{y^{2}}{12}=1$的右焦点，在椭圆上求一点$M$，使$|A M|+|M F|$取得最小值时,$M$点的坐标?","G: Ellipse;A: Point;M: Point;F: Point;Expression(G) = (x^2/16 + y^2/12 = 1);Coordinate(A) = (-2, sqrt(3));RightFocus(G) = F;PointOnCurve(M, G);WhenMin(Abs(LineSegmentOf(A,M))+Abs(LineSegmentOf(M,F)))",Coordinate(M),"(-2,3)","[[[28, 67], [73, 75]], [[4, 21]], [[79, 82], [104, 108]], [[24, 27]], [[28, 67]], [[4, 21]], [[24, 71]], [[72, 82]], [[84, 103]]]","[[[104, 112]]]"
4885,"已知点$A(6,0)$，点$P$在抛物线$y^{2}=16 x$上运动，点$B$在曲线$(x-4)^{2}+y^{2}=1$上运动，则$\frac{|P A|^{2}}{|P B|}$的最小值是?","A: Point;Coordinate(A) = (6, 0);P: Point;PointOnCurve(P, G);G: Parabola;Expression(G) = (y^2 = 16*x);B: Point;PointOnCurve(B, H);H: Curve;Expression(H) = (y^2 + (x - 4)^2 = 1)","Min(Abs(LineSegmentOf(P, A))^2/Abs(LineSegmentOf(P, B)))",2*sqrt(41)-6,"[[[2, 11]], [[2, 11]], [[12, 16]], [[12, 35]], [[17, 32]], [[17, 32]], [[36, 40]], [[36, 65]], [[41, 62]], [[41, 62]]]","[[[67, 98]]]"
